ticketId,Date (Ticket Created),Date (Ticket Last Updated),Date (Ticket Solved),Type,Category,Sub Category,Ticket Group,Ticket Status,corpId,Ticket Requester Domain,Z Channel,# SLA tickets,# SLAs Achieved,# SLAs Breached (Total),% Achieved,% Breached
524746,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,5254,accenture.com,App,1,0,1,0,1
524747,7/1/18,7/8/18,7/1/18,Query,App Related,Super card activation via App,L1 - Support,Closed,-,yahoo.com,App,1,0,1,0,1
524748,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,9457,zeta.in,App,1,0,1,0,1
524749,7/1/18,7/4/18,7/4/18,Complaint,Payment Related,Offline txn - Debited not credited to merchant,L1 - Support,Closed,9457,zeta.in,App,1,0,1,0,1
524750,7/1/18,7/11/18,7/11/18,Query,KYC Related,Self serve KYC,Escalation Desk,Closed,-,gmail.com,Email,1,0,2,0,1
524752,7/1/18,7/4/18,7/4/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,-,fujifilm.com,Email,1,0,1,0,1
524753,7/1/18,7/8/18,7/1/18,Complaint,Payment Related,Add funds via Debit/Net banking dispute,L2 - Escalations,Closed,-,gmail.com,App,1,1,1,0.5,0.5
524754,7/1/18,7/8/18,7/1/18,Query,Product Related,Reward card,L1 - Support,Closed,-,gmail.com,App,1,0,1,0,1
524755,7/1/18,7/13/18,7/6/18,Request,Account Related,Zeta account migration,L2 - Escalations,Closed,9928,gmail.com,Email,1,1,6,0.142857142857143,0.857142857142857
524756,7/1/18,7/8/18,7/1/18,Complaint,Payment Related,Online txn - Declined,L1 - Support,Closed,2934,zeta.in,App,1,0,1,0,1
524757,7/1/18,7/5/18,7/2/18,Request,Account Related,Zeta account migration,L2 - Escalations,Closed,7658,yahoo.in,Email,1,0,3,0,1
524759,7/1/18,7/8/18,7/1/18,Query,Account Related,How to update account details,L1 - Support,Closed,2934,gmail.com,Email,1,0,1,0,1
524761,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,1017,branch.sharekhan.com,Email,1,0,1,0,1
524762,7/1/18,7/8/18,7/1/18,Query,Product Related,Digi gift card,L1 - Support,Closed,3429,citiustech.com,App,1,0,1,0,1
524763,7/1/18,7/8/18,7/1/18,Query,Corporate Benefit Related,Bill reimbursement process,L1 - Support,Closed,4707,idfcbank.com,App,1,0,1,0,1
524765,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,3859,gmail.com,App,1,0,1,0,1
524766,7/1/18,7/8/18,7/1/18,Complaint,Payment Related,Online txn - Declined,L1 - Support,Closed,2934,gmail.com,App,1,0,1,0,1
524768,7/1/18,7/8/18,7/1/18,Query,App Related,Block super card via App,L1 - Support,Closed,5254,accenture.com,App,1,0,1,0,1
524769,7/1/18,7/11/18,7/7/18,Query,Product Related,Super card status,L1 - Support,Closed,-,gmail.com,App,1,0,3,0,1
524770,7/1/18,7/1/18,7/1/18,Request,Account Related,Zeta account migration,L1 - Support,Closed,10890,tieto.com,Email,1,0,1,0,1
524771,7/1/18,7/8/18,7/1/18,Complaint,Product Related,Super card not received,Social Media,Closed,-,,Facebook,1,0,1,0,1
524772,7/1/18,7/4/18,7/4/18,Query,KYC Related,Self serve KYC,L1 - Support,Closed,4717,syf.com,App,1,0,1,0,1
524773,7/1/18,7/4/18,7/4/18,Complaint,Payment Related,Add funds via UPI dispute,L1 - Support,Closed,-,zeta.in,App,1,0,1,0,1
524775,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,10886,gmail.com,App,1,0,1,0,1
524776,7/1/18,7/8/18,7/1/18,Request,Merchant Related,Merchant suggestion,L2 - Escalations,Closed,13624,zeta.in,App,1,1,0,1,0
524777,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received,L1 - Support,Closed,10886,gmail.com,App,1,0,1,0,1
524778,7/1/18,7/8/18,7/1/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,14349,gmail.com,Email,1,0,1,0,1
524779,7/1/18,7/6/18,7/6/18,Complaint,Corporate Benefit Related,Meal voucher not received,Escalation Desk,Closed,3859,amazon.com,App,1,0,2,0,1
524780,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,2934,zeta.in,App,1,0,1,0,1
524781,7/1/18,7/4/18,7/4/18,Complaint,App Related,App usage issue,L1 - Support,Closed,3859,amazon.com,App,1,0,1,0,1
524784,7/1/18,7/5/18,7/2/18,Complaint,Promos Offers Related,Reward benefits not received,L2 - Escalations,Closed,3481,gujaratgas.com,App,1,1,1,0.5,0.5
524785,7/1/18,7/4/18,7/4/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,10217,gmail.com,Email,1,0,1,0,1
524786,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,4198,zeta.in,App,1,0,1,0,1
524787,7/1/18,7/4/18,7/4/18,Complaint,Corporate Benefit Related,Meal voucher not received,L1 - Support,Closed,5254,accenture.com,App,1,0,1,0,1
524788,7/1/18,7/8/18,7/1/18,Request,Product Related,Apply for super card,L1 - Support,Closed,10245,opteamix.com,App,1,0,1,0,1
524789,7/1/18,7/8/18,7/1/18,Query,Product Related,How to apply for super card,L1 - Support,Closed,-,gmail.com,Email,1,0,1,0,1
524790,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,10523,icloud.com,Email,1,0,1,0,1
524791,7/1/18,7/1/18,7/1/18,Other,Feedback Related,Products,L1 - Support,Closed,7010,zeta.in,App,1,0,1,0,1
524792,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,-,gmail.com,App,1,0,1,0,1
524793,7/1/18,7/4/18,7/4/18,Other,Unknown Category,Unknown,L1 - Support,Closed,-,zeta.in,App,1,0,1,0,1
524794,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,236,arvind.in,Email,1,1,0,1,0
524795,7/1/18,7/4/18,7/4/18,Other,Unknown Category,Unknown,L1 - Support,Closed,-,gmail.com,App,1,0,1,0,1
524796,7/1/18,7/4/18,7/4/18,Complaint,App Related,App usage issue,Social Media,Closed,-,,Play Store,1,1,0,1,0
524797,7/1/18,7/4/18,7/4/18,Other,Unknown Category,Unknown,L1 - Support,Closed,-,gmail.com,Email,1,0,1,0,1
524798,7/1/18,7/15/18,7/10/18,Complaint,Merchant Related,Curation issues,Escalation Desk,Closed,5254,accenture.com,App,1,2,2,0.5,0.5
524799,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,5254,accenture.com,App,1,1,0,1,0
524800,7/1/18,7/4/18,7/4/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,-,gmail.com,Email,1,1,0,1,0
524801,7/1/18,7/9/18,7/9/18,Query,Product Related,Super card status,Escalation Desk,Closed,-,gmail.com,web form,1,0,1,0,1
524803,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,3859,amazon.com,App,1,0,1,0,1
524804,7/1/18,7/7/18,7/1/18,Query,KYC Related,Self serve KYC,L1 - Support,Closed,9162,gmail.com,App,1,0,1,0,1
524805,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,3859,amazon.com,App,1,0,1,0,1
524807,7/1/18,7/1/18,7/1/18,Other,Feedback Related,Products,L1 - Support,Closed,5254,accenture.com,App,1,0,1,0,1
524808,7/1/18,7/8/18,7/1/18,Query,Product Related,Super card status,L1 - Support,Closed,-,gmail.com,App,1,0,1,0,1
524809,7/1/18,7/8/18,7/1/18,Query,App Related,Set/Change Static PIN via App,L1 - Support,Closed,4481,zeta.in,App,1,1,0,1,0
524810,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Bill approved but remain unpaid,L1 - Support,Closed,4707,gmail.com,App,1,0,1,0,1
524811,7/1/18,7/8/18,7/1/18,Query,Product Related,Super card status Non KYCed,L1 - Support,Closed,-,gmail.com,App,1,1,0,1,0
524813,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,3859,amazon.com,Email,1,1,0,1,0
524814,7/1/18,7/8/18,7/1/18,Query,App Related,How to use Reward card,L1 - Support,Closed,3481,gujaratgas.com,App,1,1,0,1,0
524815,7/1/18,7/12/18,7/5/18,Complaint,Promos Offers Related,Reward benefits not received,L2 - Escalations,Closed,-,gmail.com,Phone,1,1,0,1,0
524816,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,5254,accenture.com,App,1,1,0,1,0
524817,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Bill approved but remain unpaid,L1 - Support,Closed,366,gmail.com,Chat,1,1,0,1,0
524818,7/1/18,7/9/18,7/3/18,Complaint,Promos Offers Related,Reward benefits not received,L1 - Support,Closed,4717,syf.com,Chat,1,1,1,0.5,0.5
524819,7/1/18,7/8/18,7/1/18,Query,App Related,How to use Meal card,L1 - Support,Closed,3859,amazon.com,Chat,1,1,0,1,0
524820,7/1/18,7/8/18,7/1/18,Query,App Related,Transfer out money via zeta,L1 - Support,Closed,3869,avivaindia.com,App,1,0,1,0,1
524821,7/1/18,7/10/18,7/3/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,5254,accenture.com,web form,1,0,1,0,1
524826,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524827,7/1/18,7/4/18,7/4/18,Other,Feedback Related,Products,L1 - Support,Closed,5254,accenture.com,App,1,1,0,1,0
524828,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524829,7/1/18,7/9/18,7/2/18,Complaint,Merchant Related,Curation issues,L2 - Escalations,Closed,686,zeta.in,App,1,0,2,0,1
524830,7/1/18,7/11/18,7/6/18,Query,Product Related,Meal card,Escalation Desk,Closed,5254,accenture.com,App,1,1,1,0.5,0.5
524832,7/1/18,7/8/18,7/1/18,Other,DNC,Blank chat,L1 - Support,Closed,5254,gmail.com,Chat,1,1,0,1,0
524833,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,5254,accenture.com,App,1,1,0,1,0
524834,7/1/18,7/1/18,7/1/18,Other,Feedback Related,Products,L1 - Support,Closed,5254,accenture.com,App,1,1,0,1,0
524835,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524836,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,14416,xa.pwc.com,App,1,1,0,1,0
524838,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,14128,gmail.com,App,1,1,0,1,0
524839,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,-,gmail.com,App,1,1,1,0.5,0.5
524841,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L2 - Escalations,Closed,4976,zeta.in,Email,1,1,0,1,0
524842,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,5254,accenture.com,App,1,1,0,1,0
524843,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,326,motilaloswal.com,Chat,1,1,0,1,0
524845,7/1/18,7/8/18,7/1/18,Request,Merchant Related,Merchant suggestion,L2 - Escalations,Closed,10245,opteamix.com,App,1,1,0,1,0
524846,7/1/18,7/8/18,7/1/18,Query,App Related,How to use App,L1 - Support,Closed,4237,cnhind.com,Chat,1,1,0,1,0
524847,7/1/18,7/12/18,7/5/18,Complaint,Payment Related,Refund not received,L2 - Escalations,Closed,5254,accenture.com,App,1,2,2,0.5,0.5
524849,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524853,7/1/18,7/11/18,7/4/18,Request,Merchant Related,Merchant suggestion,L2 - Escalations,Closed,4398,pitsolutions.com,App,1,0,1,0,1
524854,7/1/18,7/8/18,7/1/18,Query,Corporate Benefit Related,Bill reimbursement process,L1 - Support,Closed,326,motilaloswal.com,Chat,1,1,0,1,0
524856,7/1/18,7/9/18,7/9/18,Request,Account Related,Block account,Escalation Desk,Closed,5254,accenture.com,App,1,2,2,0.5,0.5
524857,7/1/18,7/8/18,7/1/18,Request,Merchant Related,Merchant suggestion,L2 - Escalations,Closed,-,zeta.in,App,1,1,0,1,0
524858,7/1/18,7/1/18,7/1/18,Other,Feedback Related,Services,Social Media,Closed,-,,Play Store,1,1,0,1,0
524859,7/1/18,7/10/18,7/3/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,5254,accenture.com,Chat,1,1,1,0.5,0.5
524860,7/1/18,7/4/18,7/4/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,-,gmail.com,Email,1,1,0,1,0
524862,7/1/18,7/4/18,7/4/18,Request,Account Related,Block account,L1 - Support,Closed,-,zeta.in,App,1,1,0,1,0
524863,7/1/18,7/8/18,7/1/18,Query,Product Related,Super card status Non KYCed,L1 - Support,Closed,-,gmail.com,App,1,1,0,1,0
524864,7/1/18,7/4/18,7/4/18,Complaint,Payment Related,Online txn - Debited not credited to merchant,L1 - Support,Closed,927,gmail.com,App,1,1,0,1,0
524865,7/1/18,7/4/18,7/4/18,Complaint,Payment Related,Online txn - Debited not credited to merchant,L1 - Support,Closed,-,gmail.com,App,1,0,1,0,1
524866,7/1/18,7/4/18,7/4/18,Other,Unknown Category,Unknown,L1 - Support,Closed,-,gmail.com,Email,1,1,0,1,0
524869,7/1/18,7/4/18,7/4/18,Query,Product Related,How to apply for super card,L1 - Support,Closed,-,gmail.com,Email,1,0,1,0,1
524870,7/1/18,7/10/18,7/3/18,Query,Product Related,Reward card,L1 - Support,Closed,5231,netafim.com,web form,1,0,1,0,1
524872,7/1/18,7/8/18,7/1/18,Other,DNC,Blank chat,L1 - Support,Closed,2934,gmail.com,Chat,1,1,0,1,0
524873,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L2 - Escalations,Closed,-,gmail.com,Email,,0,0,,
524874,7/1/18,7/9/18,7/2/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,5852,india.sodexo.com,Email,1,0,1,0,1
524875,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524876,7/1/18,7/1/18,7/1/18,Other,Feedback Related,Products,L1 - Support,Closed,9834,zeta.in,App,1,1,0,1,0
524877,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,9834,zeta.in,App,1,1,0,1,0
524878,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524879,7/1/18,7/3/18,7/3/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,-,iljin.com,Email,1,0,1,0,1
524881,7/1/18,7/8/18,7/1/18,Query,App Related,How to use App,L1 - Support,Closed,3572,landmarkgroup.in,Chat,1,1,0,1,0
524882,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524883,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,10890,tieto.com,App,1,0,1,0,1
524884,7/1/18,7/15/18,7/8/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,5254,accenture.com,App,1,0,3,0,1
524885,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524886,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L2 - Escalations,Closed,495,zeta.in,Email,1,1,0,1,0
524887,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524889,7/1/18,7/4/18,7/4/18,Query,Product Related,Super card,L1 - Support,Closed,-,zeta.in,App,1,0,1,0,1
524890,7/1/18,7/9/18,7/2/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,10542,dachser.com,Email,1,2,1,0.666666666666667,0.333333333333333
524891,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524892,7/1/18,7/5/18,7/5/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,5852,india.sodexo.com,Email,1,0,1,0,1
524893,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524894,7/1/18,7/12/18,7/5/18,Complaint,Payment Related,Offline txn - Debited not credited to merchant,L2 - Escalations,Closed,5458,zeta.in,App,1,1,1,0.5,0.5
524896,7/1/18,7/4/18,7/4/18,Other,Unknown Category,Unknown,L1 - Support,Closed,2934,gmail.com,Chat,1,1,0,1,0
524897,7/1/18,7/8/18,7/1/18,Request,Merchant Related,Merchant suggestion,L2 - Escalations,Closed,-,zeta.in,App,1,1,0,1,0
524898,7/1/18,7/4/18,7/4/18,Complaint,Payment Related,Add funds via Debit/Net banking dispute,L1 - Support,Closed,-,gmail.com,App,1,1,1,0.5,0.5
524899,7/1/18,7/9/18,7/2/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,5852,india.sodexo.com,Email,1,0,1,0,1
524900,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524902,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524904,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,9426,zeta.in,App,1,0,1,0,1
524907,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,726,gmail.com,Chat,1,1,0,1,0
524908,7/1/18,7/4/18,7/4/18,Other,Unknown Category,Unknown,L1 - Support,Closed,-,gmail.com,Email,1,0,1,0,1
524909,7/1/18,7/8/18,7/1/18,Complaint,Merchant Related,Unable to accept payments,L1 - Support,Closed,10523,honeywell.com,App,1,0,1,0,1
524911,7/1/18,7/1/18,7/1/18,Query,KYC Related,Documents & limits-KYC,L2 - Escalations,Closed,-,gmail.com,Phone,,0,0,,
524912,7/1/18,7/4/18,7/4/18,Complaint,Payment Related,Offline txn - Debited not credited to merchant,L1 - Support,Closed,9426,zeta.in,App,1,1,0,1,0
524914,7/1/18,7/4/18,7/4/18,Request,Account Related,Zeta account migration,L1 - Support,Closed,-,gmail.com,Email,1,1,0,1,0
524915,7/1/18,7/8/18,7/1/18,Complaint,App Related,Passbook related issues,L1 - Support,Closed,5254,accenture.com,App,1,0,1,0,1
524917,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,726,gmail.com,Email,1,1,0,1,0
524921,7/1/18,7/4/18,7/4/18,Query,Product Related,Zeta wallet,L1 - Support,Closed,-,gmail.com,Email,1,0,1,0,1
524923,7/1/18,7/1/18,7/1/18,Other,Feedback Related,Services,L1 - Support,Closed,5254,accenture.com,App,1,0,1,0,1
524924,7/1/18,7/8/18,7/1/18,Query,App Related,Add money to cash card,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524926,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524929,7/1/18,7/9/18,7/2/18,Request,Account Related,Zeta account migration,L2 - Escalations,Closed,5254,accenture.com,Phone,1,1,0,1,0
524930,7/1/18,7/5/18,7/5/18,Query,App Related,Set/Change Static PIN via App,Escalation Desk,Closed,3960,tatamotors.com,App,1,0,2,0,1
524931,7/1/18,7/17/18,7/10/18,Query,Product Related,Super card status,L1 - Support,Closed,-,gmail.com,App,1,0,3,0,1
524934,7/1/18,7/5/18,7/5/18,Complaint,App Related,Unable to add money to Cash Card,Escalation Desk,Closed,-,gmail.com,App,1,0,3,0,1
524936,7/1/18,7/8/18,7/1/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,8772,noemail.com,Chat,1,1,0,1,0
524937,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524938,7/1/18,7/4/18,7/4/18,Other,Unknown Category,Unknown,L1 - Support,Closed,2934,gmail.com,App,1,0,1,0,1
524939,7/1/18,7/9/18,7/2/18,Request,Merchant Related,Merchant suggestion,L2 - Escalations,Closed,14416,xa.pwc.com,App,1,1,0,1,0
524941,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524942,7/1/18,7/5/18,7/5/18,Complaint,App Related,App usage issue,L2 - Escalations,Closed,3859,gmail.com,Chat,1,1,1,0.5,0.5
524944,7/1/18,7/4/18,7/4/18,Request,Account Related,Block account,L1 - Support,Closed,604,altimetrik.com,App,1,1,0,1,0
524945,7/1/18,7/1/18,7/1/18,Other,Feedback Related,Services,L1 - Support,Closed,5254,accenture.com,App,1,0,1,0,1
524948,7/1/18,7/5/18,7/2/18,Complaint,Promos Offers Related,Reward benefits not received,L2 - Escalations,Closed,-,gmail.com,Email,1,2,1,0.666666666666667,0.333333333333333
524949,7/1/18,7/8/18,7/1/18,Query,KYC Related,Self serve KYC,L1 - Support,Closed,2934,gmail.com,Chat,1,1,0,1,0
524950,7/1/18,7/8/18,7/1/18,Query,App Related,Bill upload,L1 - Support,Closed,4707,idfcbank.com,App,1,0,1,0,1
524951,7/1/18,7/8/18,7/1/18,Complaint,Merchant Related,Sales report issues,L1 - Support,Closed,-,,Chat,1,1,0,1,0
524952,7/1/18,7/4/18,7/4/18,Query,App Related,Super card activation via App,L1 - Support,Closed,-,freecharge.com,Email,1,0,1,0,1
524953,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524954,7/1/18,7/9/18,7/2/18,Request,Account Related,Zeta account migration,L1 - Support,Closed,5852,india.sodexo.com,Email,1,0,1,0,1
524955,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524957,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524959,7/1/18,7/14/18,7/14/18,Complaint,Payment Related,Refund not received,Escalation Desk,Closed,-,gmail.com,Email,1,0,2,0,1
524960,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,10890,tieto.com,App,1,1,0,1,0
524961,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,10890,tieto.com,App,1,1,0,1,0
524962,7/1/18,7/8/18,7/1/18,Complaint,Corporate Benefit Related,Meal voucher not received - Routed to HR,L1 - Support,Closed,10890,tieto.com,App,1,1,0,1,0
524966,7/1/18,7/4/18,7/4/18,Request,Account Related,Block account,L1 - Support,Closed,8807,zeta.in,App,1,1,0,1,0
524968,7/1/18,7/11/18,7/6/18,Query,Corporate Benefit Related,Bill reimbursement process,Escalation Desk,Closed,4707,idfcbank.com,Chat,1,1,1,0.5,0.5
524969,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,2934,zeta.in,App,1,0,1,0,1
524975,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,5254,accenture.com,App,1,0,1,0,1
524977,7/1/18,7/4/18,7/4/18,Other,Unknown Category,Unknown,L1 - Support,Closed,-,zeta.in,App,1,1,0,1,0
524978,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,5254,accenture.com,Chat,1,1,0,1,0
524981,7/1/18,7/6/18,7/6/18,Query,Product Related,Meal card,Escalation Desk,Closed,3859,amazon.com,App,1,0,2,0,1
524986,7/1/18,7/4/18,7/4/18,Request,Account Related,Reset recovery password,L1 - Support,Closed,-,gmail.com,Email,1,1,1,0.5,0.5
524987,7/1/18,7/8/18,7/1/18,Query,Product Related,Digi gift card,L1 - Support,Closed,2934,gmail.com,Chat,1,1,0,1,0
524990,7/1/18,7/9/18,7/2/18,Complaint,Merchant Related,Curation issues,L2 - Escalations,Closed,4295,inthreeaccess.com,App,1,0,2,0,1
524991,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
524992,7/1/18,7/1/18,7/1/18,Other,DNC,Blank chat,L1 - Support,Closed,10890,tieto.com,Chat,1,1,0,1,0
524993,7/1/18,7/8/18,7/1/18,Query,Product Related,Meal card,L1 - Support,Closed,3859,amazon.com,Chat,1,1,0,1,0
524994,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
524995,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
524996,7/1/18,7/8/18,7/1/18,Other,Unknown Category,Unknown,L1 - Support,Closed,9410,sodexo.com,Email,1,1,0,1,0
524997,7/1/18,7/8/18,7/1/18,Query,KYC Related,Self serve KYC,L1 - Support,Closed,261,zeta.in,App,1,1,0,1,0
524998,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
524999,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
525000,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
525001,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
525002,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
525003,7/1/18,7/1/18,7/1/18,Complaint,Ticket Followup,Ticket status,L1 - Support,Closed,4295,inthreeaccess.com,App,1,1,0,1,0
525005,7/1/18,7/8/18,7/1/18,Complaint,Payment Related,Pay with Zeta dispute,L1 - Support,Closed,5254,accenture.com,App,1,1,0,1,0
525006,7/1/18,7/5/18,7/1/18,Query,App Related,How to use Digi gift card,L1 - Support,Closed,2934,gmail.com,App,1,1,1,0.5,0.5
525007,7/1/18,7/8/18,7/1/18,Complaint,Payment Related,Add funds via Debit/Net banking dispute,L2 - Escalations,Closed,-,zeta.in,App,1,2,0,1,0
525008,7/1/18,7/17/18,7/10/18,Complaint,Merchant Related,Curation issues,L2 - Escalations,Closed,5254,accenture.com,App,1,1,1,0.5,0.5
